"","institution","collection","recordsets","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","contact","contact_role","contact_email","taxonomic_coverage","geographic_range","collection_size","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","update_url","lat","lon"
"848","Slippery Rock University","Herbarium","","SLRO<IH>","","urn:uuid:42352763-3ff4-4743-9531-e5a63f3a526e","urn:lsid:biocol.org:col:14066","","","Jerry G. Chmielewski","Curator","jerry.chmielewski@sru.edu","","",NA,"Biology Department","Slippery Rock","Pennsylvania","16057-1326","105G Vincent Science Hall.","Slippery Rock","Pennsylvania","16057-1326","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:42352763-3ff4-4743-9531-e5a63f3a526e&entry.326174790=Slippery Rock University&entry.2031121141=Herbarium&entry.4068754=SLRO<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Jerry G. Chmielewski&entry.1687847097=Curator&entry.1086198428=jerry.chmielewski@sru.edu&entry.246950189=Biology Department&entry.1584255348=Slippery Rock&entry.1966582743=Pennsylvania&entry.256217142=16057-1326&entry.447546773=105G Vincent Science Hall.&entry.1565624766=Slippery Rock&entry.1920508789=Pennsylvania&entry.1022645685=16057-1326",41.068331,-80.049345
"849","Smith College","Herbarium","","SCHN<IH>","","urn:uuid:90a7da35-dedd-4360-915a-458beaa9df22","urn:lsid:biocol.org:col:14070","","","Elaine Chittenden","Manager of living collections","echitten@email.smith.edu","","",NA,"Biological Sciences Department","Northampton","Massachusetts","01063-0000","Clark Science Center.","Northampton","Massachusetts","01063-0000","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:90a7da35-dedd-4360-915a-458beaa9df22&entry.326174790=Smith College&entry.2031121141=Herbarium&entry.4068754=SCHN<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Elaine Chittenden&entry.1687847097=Manager of living collections&entry.1086198428=echitten@email.smith.edu&entry.246950189=Biological Sciences Department&entry.1584255348=Northampton&entry.1966582743=Massachusetts&entry.256217142=01063-0000&entry.447546773=Clark Science Center.&entry.1565624766=Northampton&entry.1920508789=Massachusetts&entry.1022645685=01063-0000",42.285426,-72.414278
"850","Smithsonian Institution","Herbarium","","USNC<IH>","","urn:uuid:33ec6459-b101-4cf0-b4b8-3fea14441ecf","urn:lsid:biocol.org:col:15463","","","Walter Adey","Curator","adeyw@si.edu","","",NA,"Paleobiology Department","Washington","District of Columbia","20560-0001","","Washington","District of Columbia","20560-0001","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:33ec6459-b101-4cf0-b4b8-3fea14441ecf&entry.326174790=Smithsonian Institution&entry.2031121141=Herbarium&entry.4068754=USNC<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Walter Adey&entry.1687847097=Curator&entry.1086198428=adeyw@si.edu&entry.246950189=Paleobiology Department&entry.1584255348=Washington&entry.1966582743=District of Columbia&entry.256217142=20560-0001&entry.447546773=&entry.1565624766=Washington&entry.1920508789=District of Columbia&entry.1022645685=20560-0001",38.888232,-77.026003
"851","Snow College","Herbarium","","EPHR<IH>","","urn:uuid:c77724dd-5fec-4554-97e6-db48dd282d45","urn:lsid:biocol.org:col:15460","","","","","","","",NA,"Biology Department","Ephraim","Utah","84627","150 East College Ave.","Ephraim","Utah","84627","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:c77724dd-5fec-4554-97e6-db48dd282d45&entry.326174790=Snow College&entry.2031121141=Herbarium&entry.4068754=EPHR<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=&entry.1687847097=&entry.1086198428=&entry.246950189=Biology Department&entry.1584255348=Ephraim&entry.1966582743=Utah&entry.256217142=84627&entry.447546773=150 East College Ave.&entry.1565624766=Ephraim&entry.1920508789=Utah&entry.1022645685=84627",39.373122,-111.62523
"852","Sonoma State University","Herbarium","","NCC<IH>","","urn:uuid:3ca695bb-7169-4764-b176-0e454040e9ab","urn:lsid:biocol.org:col:15286","","","Richard Whitkus","Director","whitkus@sonoma.edu","Vascular plants","North coast region of California.",25000,"Biology Department, 1801 East Cotati Avenue","Rohnert Park","California","94928-3609","Sonoma State University","Rohnert Park","California","94928-3609","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:3ca695bb-7169-4764-b176-0e454040e9ab&entry.326174790=Sonoma State University&entry.2031121141=Herbarium&entry.4068754=NCC<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=North coast region of California. &entry.879476273=Vascular plants&entry.417603227=25000&entry.1321049572=Richard Whitkus&entry.1687847097=Director &entry.1086198428=whitkus@sonoma.edu&entry.246950189=Biology Department, 1801 East Cotati Avenue&entry.1584255348=Rohnert Park&entry.1966582743=California&entry.256217142=94928-3609&entry.447546773=Sonoma State University&entry.1565624766=Rohnert Park&entry.1920508789=California&entry.1022645685=94928-3609",38.329743,-122.704888
"853","South Carolina State Museum","","","SCSM","","urn:uuid:59aaac9f-6685-42fb-90d0-2262e71e901c","","http://www.museum.state.sc.us/","","Dave Cicimurri","Curator","dave.cicimurri@scmuseum.org","","",NA,"301 Gervais Street","Columbia","South Carolina","29201","301 Gervais Street","Columbia","South Carolina","29201","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:59aaac9f-6685-42fb-90d0-2262e71e901c&entry.326174790=South Carolina State Museum&entry.2031121141=&entry.4068754=SCSM&entry.1582913154=&entry.1336841557=http://www.museum.state.sc.us/&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Dave Cicimurri&entry.1687847097=Curator&entry.1086198428=dave.cicimurri@scmuseum.org&entry.246950189=301 Gervais Street&entry.1584255348=Columbia&entry.1966582743=South Carolina&entry.256217142=29201&entry.447546773=301 Gervais Street&entry.1565624766=Columbia&entry.1920508789=South Carolina&entry.1022645685=29201",33.996739,-81.048063
"854","South Dakota School of Mines and Technology","Museum of Geology","","","SDSM","urn:uuid:e14d807a-6c28-11e5-bdab-180373b97bac","","http://www.sdsmt.edu/museum-of-geology/","","Sally Shelton","Collection manager and associate director","Sally.Shelton@sdsmt.edu","Cretaceous Western Interior Seaway fauna; Cenozoic White River Badlands biota; Holocene invertebrates, particularly bivalves; fossil cycads","South Dakota, North Dakota, Nebraska, Wyoming. Iowa, Montana, Colorado",NA,"501 E. St. Joseph","Rapid City","South Dakota","57701","501 E. St. Joseph","Rapid City","South Dakota","57701","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:e14d807a-6c28-11e5-bdab-180373b97bac&entry.326174790=South Dakota School of Mines and Technology&entry.2031121141=Museum of Geology&entry.4068754=&entry.1582913154=SDSM&entry.1336841557=http://www.sdsmt.edu/museum-of-geology/&entry.103879345=&entry.107456176=South Dakota, North Dakota, Nebraska, Wyoming. Iowa, Montana, Colorado&entry.879476273=Cretaceous Western Interior Seaway fauna; Cenozoic White River Badlands biota; Holocene invertebrates, particularly bivalves; fossil cycads&entry.417603227=>300,000&entry.1321049572=Sally Shelton&entry.1687847097=Collection manager and associate director&entry.1086198428=Sally.Shelton@sdsmt.edu&entry.246950189=501 E. St. Joseph&entry.1584255348=Rapid City&entry.1966582743=SD&entry.256217142=57701&entry.447546773=&entry.1565624766=&entry.1920508789=&entry.1022645685=",44.083427,-103.563467
"855","South Dakota State University","C. A. Taylor Herbarium","cb2973af-0d5a-4fbf-80ab-ec96ede33ef0","SDC<IH>","","urn:uuid:015ff749-28fd-4247-97c3-1cb5c500a550","urn:lsid:biocol.org:col:14092","NA","","Gary Larson","Curator","gary_larson@sdstate.edu","","",NA,"Dept. of Natural Resource Management, P.O. Box 2104A","Brookings","South Dakota","57007-0595","320 Agricultural Hall.","Brookings","South Dakota","57007-0595","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:015ff749-28fd-4247-97c3-1cb5c500a550&entry.326174790=South Dakota State University&entry.2031121141=C. A. Taylor Herbarium&entry.4068754=SDC<IH>&entry.1582913154=&entry.1336841557=NA&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Gary Larson&entry.1687847097=Curator&entry.1086198428=gary_larson@sdstate.edu&entry.246950189=Dept. of Natural Resource Management, P.O. Box 2104A&entry.1584255348=Brookings&entry.1966582743=South Dakota&entry.256217142=57007-0595&entry.447546773=320 Agricultural Hall.&entry.1565624766=Brookings&entry.1920508789=South Dakota&entry.1022645685=57007-0595",44.285197,-96.684236
"856","South Florida Collections Management Center, Everglades National Park","Herbarium","","FNPS<IH>","","urn:uuid:2a375685-e045-4299-9bed-40e3d0130f66","urn:lsid:biocol.org:col:15822","http://www.nps.gov/ever/historyculture/sfcmc.htm","","Nancy J. Russell","Museum Curator","Nancy_Russell@nps.gov","","",NA,"40001 State Road 9336","Homestead","Florida","33034","Daniel Beard Center.","Homestead","Florida","33034","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:2a375685-e045-4299-9bed-40e3d0130f66&entry.326174790=South Florida Collections Management Center, Everglades National Park&entry.2031121141=Herbarium&entry.4068754=FNPS<IH>&entry.1582913154=&entry.1336841557=http://www.nps.gov/ever/historyculture/sfcmc.htm&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Nancy J. Russell&entry.1687847097=Museum Curator&entry.1086198428=Nancy_Russell@nps.gov&entry.246950189=40001 State Road 9336&entry.1584255348=Homestead&entry.1966582743=Florida&entry.256217142=33034&entry.447546773=Daniel Beard Center.&entry.1565624766=Homestead&entry.1920508789=Florida&entry.1022645685=33034",25.160363,-80.393118
"857","Southeast Missouri State University","Herbarium","","SEMO<IH>","","urn:uuid:342f1893-3c22-4b1b-8ebc-bc9f5785126a","urn:lsid:biocol.org:col:14096","","","Allan J. Bornstein","","","","",NA,"Department of Biology, One University Plaza","Cape Girardeau","Missouri","63701-4799","","Cape Girardeau","Missouri","63701-4799","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:342f1893-3c22-4b1b-8ebc-bc9f5785126a&entry.326174790=Southeast Missouri State University&entry.2031121141=Herbarium&entry.4068754=SEMO<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Allan J. Bornstein&entry.1687847097=&entry.1086198428=&entry.246950189=Department of Biology, One University Plaza&entry.1584255348=Cape Girardeau&entry.1966582743=Missouri&entry.256217142=63701-4799&entry.447546773=&entry.1565624766=Cape Girardeau&entry.1920508789=Missouri&entry.1022645685=63701-4799",37.442272,-89.535373
"858","Southeastern Louisiana University","Herbarium","","SELU<IH>","","urn:uuid:40ae2212-d9bb-42e7-9868-06833e97c669","urn:lsid:biocol.org:col:14094","","","Richard Miller","Director","rickmiller@selu.edu","","",NA,"Department of Biological Sciences, Pine Street Extension","Hammond","Louisiana","70402-0814","","Hammond","Louisiana","70402-0814","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:40ae2212-d9bb-42e7-9868-06833e97c669&entry.326174790=Southeastern Louisiana University&entry.2031121141=Herbarium&entry.4068754=SELU<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Richard Miller&entry.1687847097=Director&entry.1086198428=rickmiller@selu.edu&entry.246950189=Department of Biological Sciences, Pine Street Extension&entry.1584255348=Hammond&entry.1966582743=Louisiana&entry.256217142=70402-0814&entry.447546773=&entry.1565624766=Hammond&entry.1920508789=Louisiana&entry.1022645685=70402-0814",30.516161,-90.470129
"859","Southern Illinois University","Herbarium","f630e3ea-697f-404a-8683-b86712c26c43","SIU<IH>","","urn:uuid:81a6364d-0e36-4778-a621-45cd77b5bfc9","urn:lsid:biocol.org:col:15043","http://plantbiology.siu.edu/facilities/plant-biology-facilities/SIU-herbarium.php","","Nancy Garwood","Director","ngarwood@plant.siu.edu","","",NA,"Plant Biology Department","Carbondale","Illinois","62901-6509","Plant Biology Department, Life Science 2, room 425","Carbondale","Illinois","62901-6509","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:81a6364d-0e36-4778-a621-45cd77b5bfc9&entry.326174790=Southern Illinois University&entry.2031121141=Herbarium&entry.4068754=SIU<IH>&entry.1582913154=&entry.1336841557=http://plantbiology.siu.edu/facilities/plant-biology-facilities/SIU-herbarium.php&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Nancy Garwood&entry.1687847097=Director&entry.1086198428=ngarwood@plant.siu.edu&entry.246950189=Plant Biology Department&entry.1584255348=Carbondale&entry.1966582743=Illinois&entry.256217142=62901-6509&entry.447546773=Plant Biology Department, Life Science 2, room 425&entry.1565624766=Carbondale&entry.1920508789=Illinois&entry.1022645685=62901-6509",37.887259,-89.491406
"860","Southern Illinois University Carbondale","Herbarium","","ABSH<IH>","","urn:uuid:3f4675f1-26dd-4007-af99-355ca7f113b4","urn:lsid:biocol.org:col:15065","http://bryophytes.plant.siu.edu/","","Barbara J. Crandall-Stotler","Director","crandall@plant.siu.edu","","",NA,"Department of Plant Biology","Carbondale","Illinois","62901-6509","Department of Plant Biology","Carbondale","Illinois","62901-6509","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:3f4675f1-26dd-4007-af99-355ca7f113b4&entry.326174790=Southern Illinois University Carbondale&entry.2031121141=Herbarium&entry.4068754=ABSH<IH>&entry.1582913154=&entry.1336841557=http://bryophytes.plant.siu.edu/&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Barbara J. Crandall-Stotler&entry.1687847097=Director&entry.1086198428=crandall@plant.siu.edu&entry.246950189=Department of Plant Biology&entry.1584255348=Carbondale&entry.1966582743=Illinois&entry.256217142=62901-6509&entry.447546773=Department of Plant Biology&entry.1565624766=Carbondale&entry.1920508789=Illinois&entry.1022645685=62901-6509",37.689627,-89.144241
"861","USDA Forest Service, Alaska Region","Herbarium","","TNFS<IH>","","urn:uuid:5c0c20c8-3414-4f50-8f99-7c1a3d1fde8f","urn:lsid:biocol.org:col:12520","","","Mary C. Stensvold","","","","",NA,"204 Siginaka Way","Sitka","Alaska","99835","","Sitka","Alaska","99835","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:5c0c20c8-3414-4f50-8f99-7c1a3d1fde8f&entry.326174790=USDA Forest Service, Alaska Region&entry.2031121141=Herbarium&entry.4068754=TNFS<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Mary C. Stensvold&entry.1687847097=&entry.1086198428=&entry.246950189=204 Siginaka Way&entry.1584255348=Sitka&entry.1966582743=Alaska&entry.256217142=99835&entry.447546773=&entry.1565624766=Sitka&entry.1920508789=Alaska&entry.1022645685=99835",57.080818,-135.318348
"862","Southern Methodist University, Shuler Museum of Paleontology","","","SMU","","urn:uuid:19b9c755-f1d6-4117-a509-1e43a0bf49a3","","http://smu.edu/shulermuseum/","","Dale A. Winkler","Director","dwinkler@smu.edu","","",NA,"3225 Daniel Ave","Dallas","Texas","75275","3225 Daniel Ave","Dallas","Texas","75275","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:19b9c755-f1d6-4117-a509-1e43a0bf49a3&entry.326174790=Southern Methodist University, Shuler Museum of Paleontology&entry.2031121141=&entry.4068754=SMU&entry.1582913154=&entry.1336841557=http://smu.edu/shulermuseum/&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Dale A. Winkler&entry.1687847097=Director&entry.1086198428=dwinkler@smu.edu&entry.246950189=3225 Daniel Ave&entry.1584255348=Dallas&entry.1966582743=Texas&entry.256217142=75275&entry.447546773=3225 Daniel Ave&entry.1565624766=Dallas&entry.1920508789=Texas&entry.1022645685=75275",32.846635,-96.783304
"863","Southern Oregon University, Southern Oregon Insect Museum","","","","","urn:uuid:2178c211-a5da-463b-9289-097811de02c0","NA","http://www.sou.edu/biology/entmuseum.html","","Peter C. Schroeder","Curator","pschroeder@sou.edu","Specimens are representative of most insect orders and families from the region. Collection has a strongest taxonomic representation in regional Diptera and Lepidoptera. Much of the holdings represent specimens from the unique geological region and have a unique ecological importance.","Mostly regional (southern Oregon and northern California) but collection has specimens from many other locations worldwide.",NA,"Science 352, 1250 Siskiyou Blvd","Ashland","Oregon","97520","Science 352, 1250 Siskiyou Blvd","Ashland","Oregon","97520","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:2178c211-a5da-463b-9289-097811de02c0&entry.326174790=Southern Oregon University, Southern Oregon Insect Museum&entry.2031121141=&entry.4068754=&entry.1582913154=&entry.1336841557=http://www.sou.edu/biology/entmuseum.html&entry.103879345=&entry.107456176=Mostly regional (southern Oregon and northern California) but collection has specimens from many other locations worldwide.&entry.879476273=Specimens are representative of most insect orders and families from the region. Collection has a strongest taxonomic representation in regional Diptera and Lepidoptera. Much of the holdings represent specimens from the unique geological region and have a unique ecological importance.&entry.417603227=approx. 30,000&entry.1321049572=Peter C. Schroeder&entry.1687847097=Curator&entry.1086198428=pschroeder@sou.edu&entry.246950189=Science 352, 1250 Siskiyou Blvd&entry.1584255348=Ashland&entry.1966582743=Oregon&entry.256217142=97520&entry.447546773=Science 352, 1250 Siskiyou Blvd&entry.1565624766=Ashland&entry.1920508789=Oregon&entry.1022645685=97520",42.193933,-122.708796
"864","Southern Research Station","Herbarium","","SFRP<IH>","","urn:uuid:1ed254a2-ec03-4165-a9dd-475f44bdd045","urn:lsid:biocol.org:col:15045","http://www.southernregion.fs.fed.us/kisatchie/nat_resources/botany/botany.htm","","David Moore","Curator","davemoore@fs.fed.us","","",NA,"Kisatchie National Forest, 2500 Shreveport Highway","Pineville","Louisiana","71360","","Pineville","Louisiana","71360","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:1ed254a2-ec03-4165-a9dd-475f44bdd045&entry.326174790=Southern Research Station&entry.2031121141=Herbarium&entry.4068754=SFRP<IH>&entry.1582913154=&entry.1336841557=http://www.southernregion.fs.fed.us/kisatchie/nat_resources/botany/botany.htm&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=David Moore&entry.1687847097=Curator&entry.1086198428=davemoore@fs.fed.us&entry.246950189=Kisatchie National Forest, 2500 Shreveport Highway&entry.1584255348=Pineville&entry.1966582743=Louisiana&entry.256217142=71360&entry.447546773=&entry.1565624766=Pineville&entry.1920508789=Louisiana&entry.1022645685=71360",31.223184,-92.320275
"865","Southern Utah University, Garth & Jerri Frehner Museum of Natural History","Herbarium","bfb53140-79c1-4625-81aa-3f37de7c0c2f","SUU<IH>","","urn:uuid:85591488-3c85-4880-8196-4d36e7adb6e0","urn:lsid:biocol.org:col:35045","http://www.suu.edu/cose/museum/","","Jacqualine Grant","Museum Coordinator","jacqualinegrant@suu.edu","","",NA,"351 W. University Blvd.","Cedar City","Utah","84720","122 Science Center","Cedar City","Utah","84720","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:85591488-3c85-4880-8196-4d36e7adb6e0&entry.326174790=Southern Utah University, Garth & Jerri Frehner Museum of Natural History&entry.2031121141=Herbarium&entry.4068754=SUU<IH>&entry.1582913154=&entry.1336841557=http://www.suu.edu/cose/museum/&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Jacqualine Grant&entry.1687847097=Museum Coordinator&entry.1086198428=jacqualinegrant@suu.edu&entry.246950189=351 W. University Blvd.&entry.1584255348=Cedar City&entry.1966582743=Utah&entry.256217142=84720&entry.447546773=122 Science Center&entry.1565624766=Cedar City&entry.1920508789=Utah&entry.1022645685=84720",37.677276,-113.059627
"866","Southwest Texas Junior College","Herbarium","","UVST<IH>","","urn:uuid:7fa6b6e2-9778-463a-9b16-c7745569290d","urn:lsid:biocol.org:col:13087","","","Gabrielle M. Forbes","","","","",NA,"Biology Department, 2401 Garner Field Road","Uvalde","Texas","78801-6297","","Uvalde","Texas","78801-6297","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:7fa6b6e2-9778-463a-9b16-c7745569290d&entry.326174790=Southwest Texas Junior College&entry.2031121141=Herbarium&entry.4068754=UVST<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Gabrielle M. Forbes&entry.1687847097=&entry.1086198428=&entry.246950189=Biology Department, 2401 Garner Field Road&entry.1584255348=Uvalde&entry.1966582743=Texas&entry.256217142=78801-6297&entry.447546773=&entry.1565624766=Uvalde&entry.1920508789=Texas&entry.1022645685=78801-6297",29.538841,-99.837004
"867","Southwest Texas State University","Herbarium","","SWT<IH>","","urn:uuid:bd80023b-8d75-40dc-a20b-c3b7b184d2ab","urn:lsid:biocol.org:col:14109","","","David Lemke","Curator","david.lemke@fs.fed.us","","",NA,"Department of Biology","San Marcos","Texas","78666-4616","Science Building, Room 329.","San Marcos","Texas","78666-4616","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:bd80023b-8d75-40dc-a20b-c3b7b184d2ab&entry.326174790=Southwest Texas State University&entry.2031121141=Herbarium&entry.4068754=SWT<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=David Lemke&entry.1687847097=Curator&entry.1086198428=david.lemke@fs.fed.us&entry.246950189=Department of Biology&entry.1584255348=San Marcos&entry.1966582743=Texas&entry.256217142=78666-4616&entry.447546773=Science Building, Room 329.&entry.1565624766=San Marcos&entry.1920508789=Texas&entry.1022645685=78666-4616",29.899798,-97.954674
"868","Springfield Science Museum","Herbarium","","SPR<IH>","","urn:uuid:af010d98-5c4a-47ae-8801-8ef886b4fd51","urn:lsid:biocol.org:col:14111","","","David Stier","Director","dstier@springfieldmuseums.org","","",NA,"Natural Science Department, 21 Edwards Street","Springfield","Massachusetts","01103-0000","","Springfield","Massachusetts","01103-0000","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:af010d98-5c4a-47ae-8801-8ef886b4fd51&entry.326174790=Springfield Science Museum&entry.2031121141=Herbarium&entry.4068754=SPR<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=David Stier&entry.1687847097=Director&entry.1086198428=dstier@springfieldmuseums.org&entry.246950189=Natural Science Department, 21 Edwards Street&entry.1584255348=Springfield&entry.1966582743=Massachusetts&entry.256217142=01103-0000&entry.447546773=&entry.1565624766=Springfield&entry.1920508789=Massachusetts&entry.1022645685=01103-0000",42.103044,-72.590783
"869","St. Andrews Presbyterian College","Herbarium","","SAPCL<IH>","SAPCL","urn:uuid:951146b3-ebe3-4830-a833-ac282a311e42","urn:lsid:biocol.org:col:14116","","","Tracy S. Feldman","Assistant Professor of Biology","feldmants@sa.edu","The collection includes specimens from over 120 of the major families of Angiosperms.","Mostly North and South Carolina",NA,"Biology Department, 1700 Dogwood Mile","Laurinburg","North Carolina","28352","","Laurinburg","North Carolina","28352","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:951146b3-ebe3-4830-a833-ac282a311e42&entry.326174790=St. Andrews Presbyterian College&entry.2031121141=Herbarium&entry.4068754=SAPCL<IH>&entry.1582913154=SAPCL&entry.1336841557=&entry.103879345=&entry.107456176=Mostly North and South Carolina&entry.879476273=The collection includes specimens from over 120 of the major families of Angiosperms.&entry.417603227=&entry.1321049572=Tracy S. Feldman&entry.1687847097=Assistant Professor of Biology&entry.1086198428=feldmants@sa.edu&entry.246950189=Biology Department, 1700 Dogwood Mile&entry.1584255348=Laurinburg&entry.1966582743=North Carolina&entry.256217142=28352&entry.447546773=&entry.1565624766=Laurinburg&entry.1920508789=North Carolina&entry.1022645685=28352",34.796929,-79.475606
